opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,series,sales_price,sector,year_established,revenue,employees,office_location,subsidiary_of,manager,regional_office
1ZCAL93A,Darcel Schlecht,GTX Plus Pro,Hottechi,Lost,2017-09-25,2017-10-04,0.0,GTX,5482.0,technology,1997.0,8170.38,16499.0,South Korea,,Melvin Marxen,Central
5DL7R4C3,Darcel Schlecht,GTX Pro,Hottechi,Lost,2017-09-26,2017-10-03,0.0,GTX,4821.0,technology,1997.0,8170.38,16499.0,South Korea,,Melvin Marxen,Central
61ON3Y6O,Darcel Schlecht,MG Special,Streethex,Lost,2017-09-26,2017-10-02,0.0,MG,55.0,retail,1988.0,1376.8,1165.0,Belgium,,Melvin Marxen,Central
Q5I9JWH7,Darcel Schlecht,GTX Pro,Ron-tech,Lost,2017-09-27,2017-10-02,0.0,GTX,4821.0,medical,1992.0,3922.42,6837.0,United States,,Melvin Marxen,Central
6BSKCQCX,Darcel Schlecht,GTX Basic,Conecom,Won,2017-09-27,2017-12-25,608.0,GTX,550.0,technology,2005.0,1520.66,1806.0,United States,,Melvin Marxen,Central
UKQD4DPD,Darcel Schlecht,GTX Pro,Warephase,Won,2017-09-27,2017-11-13,4515.0,GTX,4821.0,services,1997.0,2041.73,5276.0,United States,,Melvin Marxen,Central
K25Z2KKH,Darcel Schlecht,GTX Plus Basic,Streethex,Lost,2017-09-29,2017-10-05,0.0,GTX,1096.0,retail,1988.0,1376.8,1165.0,Belgium,,Melvin Marxen,Central
CMM4A6NJ,Darcel Schlecht,GTX Plus Basic,Isdom,Lost,2017-09-30,2017-10-06,0.0,GTX,1096.0,medical,2002.0,3178.24,4540.0,United States,,Melvin Marxen,Central
7PMUB7T4,Darcel Schlecht,GTX Pro,Bioholding,Lost,2017-09-30,2017-10-12,0.0,GTX,4821.0,medical,2012.0,587.34,1356.0,Philippines,,Melvin Marxen,Central
KTHAX2XV,Darcel Schlecht,GTX Pro,Isdom,Lost,2017-09-30,2017-10-05,0.0,GTX,4821.0,medical,2002.0,3178.24,4540.0,United States,,Melvin Marxen,Central
IHOTG9ZQ,Darcel Schlecht,MG Advanced,Rundofase,Won,2017-09-30,2017-10-09,3006.0,MG,3393.0,technology,1983.0,1008.06,1238.0,United States,,Melvin Marxen,Central
G23RCHB6,Darcel Schlecht,GTX Pro,Rundofase,Lost,2017-10-01,2017-10-08,0.0,GTX,4821.0,technology,1983.0,1008.06,1238.0,United States,,Melvin Marxen,Central
RMFG5C6C,Darcel Schlecht,GTX Pro,Globex Corporation,Won,2017-10-01,2017-10-09,4594.0,GTX,4821.0,technology,2000.0,1223.72,2497.0,Norway,,Melvin Marxen,Central
U2JOATN3,Darcel Schlecht,GTX Pro,Scottech,Won,2017-10-01,2017-12-06,6166.0,GTX,4821.0,marketing,2012.0,45.39,100.0,United States,Inity,Melvin Marxen,Central
TWGFQS8L,Darcel Schlecht,GTX Plus Basic,Cancity,Lost,2017-10-02,2017-10-12,0.0,GTX,1096.0,retail,2001.0,718.62,2448.0,United States,,Melvin Marxen,Central
MRPSU52W,Darcel Schlecht,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-10-02,2017-10-09,0.0,MG,3393.0,retail,2007.0,894.33,1635.0,Italy,,Melvin Marxen,Central
UKXRWZ3P,Darcel Schlecht,GTX Plus Pro,Codehow,Won,2017-10-02,2017-10-04,5263.0,GTX,5482.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,Melvin Marxen,Central
C5XXGXUE,Darcel Schlecht,GTX Pro,Toughzap,Won,2017-10-02,2017-10-09,4201.0,GTX,4821.0,retail,1995.0,332.43,799.0,United States,,Melvin Marxen,Central
4HBU57OV,Darcel Schlecht,MG Special,Toughzap,Won,2017-10-03,2017-10-10,58.0,MG,55.0,retail,1995.0,332.43,799.0,United States,,Melvin Marxen,Central
E4O6XJ9E,Darcel Schlecht,GTX Pro,Betatech,Lost,2017-10-04,2017-10-12,0.0,GTX,4821.0,medical,1986.0,647.18,1185.0,Kenya,,Melvin Marxen,Central
L7TT9ZL4,Darcel Schlecht,GTX Plus Pro,Finhigh,Won,2017-10-04,2017-12-21,4735.0,GTX,5482.0,finance,2006.0,1102.43,1759.0,United States,,Melvin Marxen,Central
JD6WHH6G,Darcel Schlecht,GTX Pro,Rangreen,Won,2017-10-04,2017-10-10,5055.0,GTX,4821.0,technology,1987.0,2938.67,8775.0,Panama,,Melvin Marxen,Central
B9KFRY53,Darcel Schlecht,GTX Plus Basic,Rangreen,Won,2017-10-05,2017-10-10,1132.0,GTX,1096.0,technology,1987.0,2938.67,8775.0,Panama,,Melvin Marxen,Central
ZRCY8P4P,Darcel Schlecht,GTX Plus Pro,Condax,Won,2017-10-05,2017-12-14,5422.0,GTX,5482.0,medical,2017.0,4.54,9.0,United States,,Melvin Marxen,Central
M3RME16Q,Darcel Schlecht,GTX Pro,Inity,Won,2017-10-05,2017-10-14,5170.0,GTX,4821.0,marketing,1986.0,2403.58,8801.0,United States,,Melvin Marxen,Central
YPRHMUIB,Darcel Schlecht,GTX Pro,Stanredtax,Won,2017-10-05,2017-12-22,5009.0,GTX,4821.0,finance,1987.0,1698.2,3798.0,United States,,Melvin Marxen,Central
EM1W738H,Darcel Schlecht,GTX Plus Pro,dambase,Won,2017-10-06,2017-11-22,5595.0,GTX,5482.0,marketing,1995.0,2173.98,2928.0,United States,Inity,Melvin Marxen,Central
13WLN2MJ,Darcel Schlecht,GTX Pro,Finhigh,Won,2017-10-06,2017-10-08,4461.0,GTX,4821.0,finance,2006.0,1102.43,1759.0,United States,,Melvin Marxen,Central
M57LZE5F,Darcel Schlecht,MG Advanced,Hottechi,Lost,2017-10-07,2017-12-23,0.0,MG,3393.0,technology,1997.0,8170.38,16499.0,South Korea,,Melvin Marxen,Central
1XO519P4,Darcel Schlecht,MG Special,Genco Pura Olive Oil Company,Won,2017-10-07,2017-12-30,54.0,MG,55.0,retail,2007.0,894.33,1635.0,Italy,,Melvin Marxen,Central
0IAJNXTD,Darcel Schlecht,MG Special,Domzoom,Lost,2017-10-08,2017-10-10,0.0,MG,55.0,entertainment,1998.0,217.87,551.0,United States,,Melvin Marxen,Central
94GJ7WZV,Darcel Schlecht,GTX Pro,Statholdings,Lost,2017-10-09,2017-10-10,0.0,GTX,4821.0,employment,1997.0,291.27,586.0,United States,,Melvin Marxen,Central
H41YA4SB,Darcel Schlecht,GTX Plus Basic,Toughzap,Lost,2017-10-10,2017-12-26,0.0,GTX,1096.0,retail,1995.0,332.43,799.0,United States,,Melvin Marxen,Central
MW4MSIWW,Darcel Schlecht,GTX Pro,Warephase,Lost,2017-10-10,2017-10-14,0.0,GTX,4821.0,services,1997.0,2041.73,5276.0,United States,,Melvin Marxen,Central
46JP2TQB,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-10-11,2017-10-19,0.0,GTX,1096.0,technology,2000.0,1223.72,2497.0,Norway,,Melvin Marxen,Central
W48N7MRO,Darcel Schlecht,GTX Plus Pro,Rundofase,Lost,2017-10-11,2017-10-13,0.0,GTX,5482.0,technology,1983.0,1008.06,1238.0,United States,,Melvin Marxen,Central
X4LSK4OE,Darcel Schlecht,GTX Plus Pro,Treequote,Won,2017-10-11,2017-11-03,6182.0,GTX,5482.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,Melvin Marxen,Central
AADN7F5T,Darcel Schlecht,MG Special,Zumgoity,Lost,2017-10-12,2017-10-17,0.0,MG,55.0,medical,1984.0,441.08,1210.0,United States,,Melvin Marxen,Central
H54N095V,Darcel Schlecht,GTX Pro,Gogozoom,Won,2017-10-13,2017-10-24,4767.0,GTX,4821.0,telecommunications,2007.0,86.68,187.0,United States,Sonron,Melvin Marxen,Central
FQPECFYO,Darcel Schlecht,GTX Pro,Hottechi,Won,2017-10-13,2017-12-20,4869.0,GTX,4821.0,technology,1997.0,8170.38,16499.0,South Korea,,Melvin Marxen,Central
933OT3AE,Darcel Schlecht,MG Advanced,Ron-tech,Won,2017-10-13,2017-10-14,3475.0,MG,3393.0,medical,1992.0,3922.42,6837.0,United States,,Melvin Marxen,Central
36PET9WM,Darcel Schlecht,GTX Pro,Stanredtax,Lost,2017-10-14,2017-10-15,0.0,GTX,4821.0,finance,1987.0,1698.2,3798.0,United States,,Melvin Marxen,Central
GRO3S3HV,Darcel Schlecht,MG Special,Bioholding,Lost,2017-10-14,2017-10-21,0.0,MG,55.0,medical,2012.0,587.34,1356.0,Philippines,,Melvin Marxen,Central
KG9R5M1Y,Darcel Schlecht,GTX Pro,Dontechi,Won,2017-10-14,2017-10-18,4810.0,GTX,4821.0,software,1982.0,4618.0,10083.0,United States,,Melvin Marxen,Central
IQRA0Q8C,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-10-15,2017-10-16,1154.0,GTX,1096.0,medical,1992.0,3922.42,6837.0,United States,,Melvin Marxen,Central
14P6935C,Darcel Schlecht,GTX Pro,Dontechi,Won,2017-10-15,2017-10-16,4885.0,GTX,4821.0,software,1982.0,4618.0,10083.0,United States,,Melvin Marxen,Central
U220GK9W,Darcel Schlecht,GTX Pro,Streethex,Won,2017-10-15,2017-10-16,4936.0,GTX,4821.0,retail,1988.0,1376.8,1165.0,Belgium,,Melvin Marxen,Central
TFGC7TPF,Darcel Schlecht,GTX Pro,Stanredtax,Lost,2017-10-16,2017-10-19,0.0,GTX,4821.0,finance,1987.0,1698.2,3798.0,United States,,Melvin Marxen,Central
03X37HOO,Darcel Schlecht,MG Special,Zumgoity,Lost,2017-10-16,2017-10-17,0.0,MG,55.0,medical,1984.0,441.08,1210.0,United States,,Melvin Marxen,Central
OWGXQLJS,Darcel Schlecht,GTX Pro,Ron-tech,Won,2017-10-16,2017-10-25,4834.0,GTX,4821.0,medical,1992.0,3922.42,6837.0,United States,,Melvin Marxen,Central
Y4SN1R3L,Darcel Schlecht,MG Advanced,Conecom,Won,2017-10-16,2017-10-17,3490.0,MG,3393.0,technology,2005.0,1520.66,1806.0,United States,,Melvin Marxen,Central
9YOGUMN9,Darcel Schlecht,GTX Pro,Rundofase,Lost,2017-10-17,2017-10-24,0.0,GTX,4821.0,technology,1983.0,1008.06,1238.0,United States,,Melvin Marxen,Central
C933ZQBB,Darcel Schlecht,GTX Pro,Cancity,Won,2017-10-17,2017-10-23,5458.0,GTX,4821.0,retail,2001.0,718.62,2448.0,United States,,Melvin Marxen,Central
PY96Q77S,Darcel Schlecht,GTX Pro,Rangreen,Won,2017-10-18,2017-10-20,4130.0,GTX,4821.0,technology,1987.0,2938.67,8775.0,Panama,,Melvin Marxen,Central
LM3GZYXD,Darcel Schlecht,GTX Pro,Finhigh,Lost,2017-10-19,2017-10-28,0.0,GTX,4821.0,finance,2006.0,1102.43,1759.0,United States,,Melvin Marxen,Central
UUCSEHJX,Darcel Schlecht,GTX Plus Pro,Warephase,Won,2017-10-19,2017-10-27,6276.0,GTX,5482.0,services,1997.0,2041.73,5276.0,United States,,Melvin Marxen,Central
OQQWTFSZ,Darcel Schlecht,GTX Pro,Betatech,Won,2017-10-19,2017-10-27,4688.0,GTX,4821.0,medical,1986.0,647.18,1185.0,Kenya,,Melvin Marxen,Central
LULNYY3C,Darcel Schlecht,GTX Pro,Codehow,Won,2017-10-20,2017-10-27,4435.0,GTX,4821.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,Melvin Marxen,Central
NJ1YGDZW,Darcel Schlecht,GTX Pro,Stanredtax,Won,2017-10-20,2017-10-28,4699.0,GTX,4821.0,finance,1987.0,1698.2,3798.0,United States,,Melvin Marxen,Central
3EZLRW47,Darcel Schlecht,GTX Pro,Bioholding,Lost,2017-10-21,2017-10-31,0.0,GTX,4821.0,medical,2012.0,587.34,1356.0,Philippines,,Melvin Marxen,Central
09AILR04,Darcel Schlecht,GTX Pro,Statholdings,Won,2017-10-21,2017-10-29,4732.0,GTX,4821.0,employment,1997.0,291.27,586.0,United States,,Melvin Marxen,Central
KSYI5DDW,Darcel Schlecht,MG Special,Codehow,Won,2017-10-21,2017-11-07,55.0,MG,55.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,Melvin Marxen,Central
CC2ICRAG,Darcel Schlecht,GTX Plus Basic,Rundofase,Won,2017-10-22,2017-12-29,1087.0,GTX,1096.0,technology,1983.0,1008.06,1238.0,United States,,Melvin Marxen,Central
RDC531P5,Darcel Schlecht,GTX Pro,Inity,Won,2017-10-22,2017-10-30,3578.0,GTX,4821.0,marketing,1986.0,2403.58,8801.0,United States,,Melvin Marxen,Central
LROWI84G,Darcel Schlecht,GTX Plus Basic,Dontechi,Won,2017-10-23,2017-10-31,1237.0,GTX,1096.0,software,1982.0,4618.0,10083.0,United States,,Melvin Marxen,Central
IQAP70OD,Darcel Schlecht,GTX Plus Basic,Streethex,Won,2017-10-23,2017-10-29,965.0,GTX,1096.0,retail,1988.0,1376.8,1165.0,Belgium,,Melvin Marxen,Central
JWWVG8KG,Darcel Schlecht,GTX Pro,Inity,Won,2017-10-23,2017-11-03,5729.0,GTX,4821.0,marketing,1986.0,2403.58,8801.0,United States,,Melvin Marxen,Central
7PEL3AIZ,Darcel Schlecht,GTX Pro,Isdom,Won,2017-10-23,2017-10-24,5685.0,GTX,4821.0,medical,2002.0,3178.24,4540.0,United States,,Melvin Marxen,Central
NXQR7LX6,Darcel Schlecht,GTX Pro,Rundofase,Won,2017-10-23,2017-10-26,4024.0,GTX,4821.0,technology,1983.0,1008.06,1238.0,United States,,Melvin Marxen,Central
AS2BKSCT,Darcel Schlecht,GTX Plus Basic,Codehow,Lost,2017-10-24,2017-11-08,0.0,GTX,1096.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,Melvin Marxen,Central
S3GVO59B,Darcel Schlecht,GTX Pro,Stanredtax,Won,2017-10-24,2017-12-01,5542.0,GTX,4821.0,finance,1987.0,1698.2,3798.0,United States,,Melvin Marxen,Central
FL804BH8,Darcel Schlecht,GTX Pro,Isdom,Lost,2017-10-26,2017-10-30,0.0,GTX,4821.0,medical,2002.0,3178.24,4540.0,United States,,Melvin Marxen,Central
RWR0W3U8,Darcel Schlecht,GTX Pro,Zumgoity,Lost,2017-10-26,2017-10-27,0.0,GTX,4821.0,medical,1984.0,441.08,1210.0,United States,,Melvin Marxen,Central
PP4ZY6TZ,Darcel Schlecht,GTK 500,Treequote,Lost,2017-10-27,2017-11-10,0.0,GTK,26768.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,Melvin Marxen,Central
7TOPAQ9Y,Darcel Schlecht,MG Special,Finhigh,Won,2017-10-27,2017-12-29,53.0,MG,55.0,finance,2006.0,1102.43,1759.0,United States,,Melvin Marxen,Central
ZSZFPCYS,Darcel Schlecht,MG Advanced,Conecom,Lost,2017-10-28,2017-10-29,0.0,MG,3393.0,technology,2005.0,1520.66,1806.0,United States,,Melvin Marxen,Central
SQ63LXS8,Darcel Schlecht,MG Advanced,Codehow,Lost,2017-10-29,2017-11-04,0.0,MG,3393.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,Melvin Marxen,Central
L3PLDC1Y,Darcel Schlecht,GTX Pro,Codehow,Won,2017-10-29,2017-10-30,4733.0,GTX,4821.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,Melvin Marxen,Central
3Z9AX43T,Darcel Schlecht,GTX Pro,Cancity,Lost,2017-10-31,2017-12-22,0.0,GTX,4821.0,retail,2001.0,718.62,2448.0,United States,,Melvin Marxen,Central
5JO7SIGB,Darcel Schlecht,GTX Pro,Conecom,Lost,2017-10-31,2017-11-10,0.0,GTX,4821.0,technology,2005.0,1520.66,1806.0,United States,,Melvin Marxen,Central
6X24V0NC,Darcel Schlecht,GTX Pro,Codehow,Lost,2017-11-03,2017-11-09,0.0,GTX,4821.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,Melvin Marxen,Central
SWYO7V7O,Darcel Schlecht,GTX Pro,Hottechi,Lost,2017-11-04,2017-11-08,0.0,GTX,4821.0,technology,1997.0,8170.38,16499.0,South Korea,,Melvin Marxen,Central
76ZQP7QY,Darcel Schlecht,GTX Pro,Betatech,Lost,2017-11-06,2017-11-07,0.0,GTX,4821.0,medical,1986.0,647.18,1185.0,Kenya,,Melvin Marxen,Central
T482GHJQ,Darcel Schlecht,GTX Pro,Konmatfix,Won,2017-11-07,2017-12-20,5031.0,GTX,4821.0,marketing,1985.0,375.43,1190.0,United States,,Melvin Marxen,Central
F46Q34LY,Darcel Schlecht,GTX Pro,Ron-tech,Won,2017-11-10,2017-11-20,4480.0,GTX,4821.0,medical,1992.0,3922.42,6837.0,United States,,Melvin Marxen,Central
C8BIQFEN,Darcel Schlecht,GTX Plus Pro,Betatech,Lost,2017-11-11,2017-11-14,0.0,GTX,5482.0,medical,1986.0,647.18,1185.0,Kenya,,Melvin Marxen,Central
LJEAX51Q,Darcel Schlecht,MG Special,Streethex,Won,2017-11-12,2017-12-21,49.0,MG,55.0,retail,1988.0,1376.8,1165.0,Belgium,,Melvin Marxen,Central
EW5ASXX4,Darcel Schlecht,GTX Pro,Warephase,Lost,2017-11-15,2017-11-20,0.0,GTX,4821.0,services,1997.0,2041.73,5276.0,United States,,Melvin Marxen,Central
MDLJKQ5B,Darcel Schlecht,GTX Pro,dambase,Won,2017-11-15,2017-11-30,5600.0,GTX,4821.0,marketing,1995.0,2173.98,2928.0,United States,Inity,Melvin Marxen,Central
90D20NZU,Darcel Schlecht,GTX Plus Pro,Inity,Won,2017-11-17,2017-11-24,4880.0,GTX,5482.0,marketing,1986.0,2403.58,8801.0,United States,,Melvin Marxen,Central
UIE5G6GW,Darcel Schlecht,GTX Pro,Cancity,Won,2017-11-18,2017-11-29,4617.0,GTX,4821.0,retail,2001.0,718.62,2448.0,United States,,Melvin Marxen,Central
RVI6ARFW,Darcel Schlecht,GTX Basic,Funholding,Won,2017-11-19,2017-11-20,549.0,GTX,550.0,finance,1991.0,2819.5,7227.0,United States,Golddex,Melvin Marxen,Central
K4N74V6U,Darcel Schlecht,GTX Pro,Codehow,Won,2017-11-24,2017-12-04,5110.0,GTX,4821.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,Melvin Marxen,Central
RDZ2FC3A,Darcel Schlecht,GTX Basic,Warephase,Won,2017-11-25,2017-12-11,537.0,GTX,550.0,services,1997.0,2041.73,5276.0,United States,,Melvin Marxen,Central
U071YJYI,Darcel Schlecht,MG Advanced,Isdom,Lost,2017-11-26,2017-12-11,0.0,MG,3393.0,medical,2002.0,3178.24,4540.0,United States,,Melvin Marxen,Central
348COZ5O,Darcel Schlecht,GTX Pro,Genco Pura Olive Oil Company,Won,2017-11-27,2017-11-30,4888.0,GTX,4821.0,retail,2007.0,894.33,1635.0,Italy,,Melvin Marxen,Central
GUDTJY0I,Darcel Schlecht,MG Advanced,Finhigh,Lost,2017-11-30,2017-12-14,0.0,MG,3393.0,finance,2006.0,1102.43,1759.0,United States,,Melvin Marxen,Central
7GXUCFW5,Darcel Schlecht,GTX Pro,Inity,Won,2017-12-10,2017-12-17,4755.0,GTX,4821.0,marketing,1986.0,2403.58,8801.0,United States,,Melvin Marxen,Central
60JGDDRO,Darcel Schlecht,GTX Pro,Domzoom,Won,2017-12-14,2017-12-19,5052.0,GTX,4821.0,entertainment,1998.0,217.87,551.0,United States,,Melvin Marxen,Central
OHAARANW,Darcel Schlecht,GTX Pro,Bioholding,Lost,2017-12-19,2017-12-30,0.0,GTX,4821.0,medical,2012.0,587.34,1356.0,Philippines,,Melvin Marxen,Central
LEJWV2Y5,Darcel Schlecht,GTX Basic,Donquadtech,Prospecting,,,,GTX,550.0,technology,1992.0,1712.68,3194.0,United States,Acme Corporation,Melvin Marxen,Central
CAONNFXN,Darcel Schlecht,GTX Basic,Kinnamplus,Prospecting,,,,GTX,550.0,retail,2004.0,702.72,1831.0,United States,,Melvin Marxen,Central
R8V3ALA8,Darcel Schlecht,GTX Basic,Konmatfix,Prospecting,,,,GTX,550.0,marketing,1985.0,375.43,1190.0,United States,,Melvin Marxen,Central
CPEYUW7V,Darcel Schlecht,GTX Basic,No Acct Name Entered,Prospecting,,,,GTX,550.0,,,,,,,Melvin Marxen,Central
5ZATE1WV,Darcel Schlecht,GTX Basic,No Acct Name Entered,Prospecting,,,,GTX,550.0,,,,,,,Melvin Marxen,Central
R1HFBU5H,Darcel Schlecht,GTX Basic,No Acct Name Entered,Prospecting,,,,GTX,550.0,,,,,,,Melvin Marxen,Central
03P9VXWG,Darcel Schlecht,GTX Basic,No Acct Name Entered,Prospecting,,,,GTX,550.0,,,,,,,Melvin Marxen,Central
RMJG8OS2,Darcel Schlecht,GTX Basic,No Acct Name Entered,Prospecting,,,,GTX,550.0,,,,,,,Melvin Marxen,Central
9L0WKMJ2,Darcel Schlecht,GTX Basic,No Acct Name Entered,Prospecting,,,,GTX,550.0,,,,,,,Melvin Marxen,Central
VAM56BG4,Darcel Schlecht,GTX Plus Basic,Acme Corporation,Prospecting,,,,GTX,1096.0,technology,1996.0,1100.04,2822.0,United States,,Melvin Marxen,Central
ZTCQWF53,Darcel Schlecht,GTX Plus Basic,Faxquote,Prospecting,,,,GTX,1096.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,Melvin Marxen,Central
LKDSEQ2Q,Darcel Schlecht,GTX Plus Basic,Yearin,Prospecting,,,,GTX,1096.0,retail,2005.0,2261.05,3851.0,United States,,Melvin Marxen,Central
I2LEEFAM,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
1LWG4COF,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
FEL7FQQG,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
0TQP0E65,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
P95E1DOX,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
JCRT0QHO,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
MTGV7WOM,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
IEMOIN3K,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
XTXMQMRC,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
OQX98BBL,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
RH0FJYPZ,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
HD6YD6P9,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
64OXRCSR,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
EG3X1ACF,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
TJ64MOUR,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
FY0SHNZY,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
V2V69I86,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
OAECXU4A,Darcel Schlecht,GTX Plus Basic,No Acct Name Entered,Prospecting,,,,GTX,1096.0,,,,,,,Melvin Marxen,Central
XETF5BVH,Darcel Schlecht,GTX Plus Pro,Finjob,Prospecting,,,,GTX,5482.0,employment,1988.0,2059.9,3644.0,United States,,Melvin Marxen,Central
FU2PQZR4,Darcel Schlecht,GTX Plus Pro,Green-Plus,Prospecting,,,,GTX,5482.0,services,2003.0,692.19,1922.0,United States,,Melvin Marxen,Central
CVMNBKGH,Darcel Schlecht,GTX Plus Pro,Hatfan,Prospecting,,,,GTX,5482.0,services,1982.0,792.46,1299.0,United States,,Melvin Marxen,Central
LZW4N9KF,Darcel Schlecht,GTX Plus Pro,Zathunicon,Prospecting,,,,GTX,5482.0,retail,2010.0,71.12,144.0,United States,,Melvin Marxen,Central
A4TA5P1B,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
KIKV29M0,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
PCXGIH9X,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
ODSFN0YA,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
6RQUXORL,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
74LCNGIK,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
28EJ0L9T,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
UH9TR8Y1,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
JVXGG70X,Darcel Schlecht,GTX Plus Pro,No Acct Name Entered,Prospecting,,,,GTX,5482.0,,,,,,,Melvin Marxen,Central
SYP74C5W,Darcel Schlecht,GTX Pro,Bioholding,Prospecting,,,,GTX,4821.0,medical,2012.0,587.34,1356.0,Philippines,,Melvin Marxen,Central
R0Q5BZ9Y,Darcel Schlecht,GTX Pro,Blackzim,Prospecting,,,,GTX,4821.0,retail,2009.0,497.11,1588.0,United States,,Melvin Marxen,Central
OT0GOR3I,Darcel Schlecht,GTX Pro,Bluth Company,Prospecting,,,,GTX,4821.0,technology,1993.0,1242.32,3027.0,United States,Acme Corporation,Melvin Marxen,Central
6RN7I8ZF,Darcel Schlecht,GTX Pro,Condax,Prospecting,,,,GTX,4821.0,medical,2017.0,4.54,9.0,United States,,Melvin Marxen,Central
YBWUG6QP,Darcel Schlecht,GTX Pro,Condax,Prospecting,,,,GTX,4821.0,medical,2017.0,4.54,9.0,United States,,Melvin Marxen,Central
8XE8GGIW,Darcel Schlecht,GTX Pro,Donquadtech,Prospecting,,,,GTX,4821.0,technology,1992.0,1712.68,3194.0,United States,Acme Corporation,Melvin Marxen,Central
IHKIAB1W,Darcel Schlecht,GTX Pro,Dontechi,Prospecting,,,,GTX,4821.0,software,1982.0,4618.0,10083.0,United States,,Melvin Marxen,Central
YKBJP191,Darcel Schlecht,GTX Pro,Faxquote,Prospecting,,,,GTX,4821.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,Melvin Marxen,Central
P7UPCSTC,Darcel Schlecht,GTX Pro,Faxquote,Prospecting,,,,GTX,4821.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,Melvin Marxen,Central
GEQ8IGKW,Darcel Schlecht,GTX Pro,Finjob,Prospecting,,,,GTX,4821.0,employment,1988.0,2059.9,3644.0,United States,,Melvin Marxen,Central
