opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
AY9NWO78,Anna Snelling,MG Special,Statholdings,Lost,2017-04-15,2017-04-20,0.0
BEP06EN5,Anna Snelling,GTX Plus Pro,Statholdings,Won,2017-04-15,2017-04-16,5082.0
8H95X3AP,Boris Faz,GTX Plus Pro,Iselectrics,Won,2017-04-15,2017-04-24,5293.0
P7LVKDC9,Cecily Lampkin,GTX Plus Basic,Hottechi,Won,2017-04-15,2017-06-27,1163.0
QRVHBQSF,Donn Cantrell,MG Special,Ganjaflex,Won,2017-04-15,2017-04-16,49.0
8KH8XJRE,Garret Kinder,MG Special,Donquadtech,Won,2017-04-15,2017-05-01,53.0
YZ4AIQQR,Gladys Colclough,MG Advanced,Betatech,Lost,2017-04-15,2017-04-16,0.0
R8CW1D6X,Gladys Colclough,MG Advanced,Gogozoom,Lost,2017-04-15,2017-06-12,0.0
68KYNPDQ,Hayden Neloms,GTX Plus Basic,Lexiqvolax,Lost,2017-04-15,2017-04-24,0.0
K6M3EX4O,Kami Bicknell,GTX Plus Basic,,Engaging,2017-04-15,,
9B0HGLRU,Kami Bicknell,GTX Basic,Fasehatice,Lost,2017-04-15,2017-04-21,0.0
LWPFQ1UA,Kary Hendrixson,GTX Basic,,Engaging,2017-04-15,,
TN59K8NP,Kary Hendrixson,GTX Basic,Sunnamplex,Lost,2017-04-15,2017-08-07,0.0
3OBMD08T,Moses Frase,MG Advanced,Codehow,Lost,2017-04-15,2017-04-17,0.0
5FWBETTO,Versie Hillebrand,MG Advanced,Finhigh,Won,2017-04-15,2017-05-19,3641.0
ANRCHVJM,Violet Mclelland,MG Special,Plusstrip,Engaging,2017-04-15,,
UDTQF84C,Violet Mclelland,GTX Basic,Condax,Lost,2017-04-15,2017-04-17,0.0
35IRGXY3,Zane Levy,GTX Basic,Condax,Won,2017-04-15,2017-05-23,501.0
YHRVQVPV,Zane Levy,GTX Plus Pro,Konex,Won,2017-04-15,2017-04-20,4687.0
0PGJNCD7,Anna Snelling,GTX Basic,dambase,Won,2017-04-16,2017-06-23,626.0
7X7YIWJO,Anna Snelling,GTX Basic,Finhigh,Won,2017-04-16,2017-08-03,489.0
2IO3IJPO,Cassey Cress,GTX Pro,Zencorporation,Won,2017-04-16,2017-04-27,4852.0
WCSJBX3N,Cecily Lampkin,MG Advanced,Warephase,Lost,2017-04-16,2017-06-28,0.0
FCNYDFK3,Daniell Hammack,GTX Plus Basic,Bubba Gump,Won,2017-04-16,2017-06-06,1192.0
3Y26MZHI,Daniell Hammack,GTX Pro,Donquadtech,Won,2017-04-16,2017-04-17,5104.0
P0BMLVSL,Darcel Schlecht,GTX Pro,Codehow,Won,2017-04-16,2017-08-09,5820.0
QK5BW61U,Donn Cantrell,MG Advanced,Acme Corporation,Won,2017-04-16,2017-08-05,3012.0
J3SZACNW,Garret Kinder,GTX Plus Pro,Sumace,Lost,2017-04-16,2017-04-22,0.0
5SNTPPOV,Garret Kinder,GTX Pro,Mathtouch,Lost,2017-04-16,2017-04-18,0.0
D7F2AWWW,Garret Kinder,GTX Pro,Konex,Won,2017-04-16,2017-04-23,3930.0
FUL5V96O,Gladys Colclough,GTX Plus Basic,Domzoom,Won,2017-04-16,2017-04-22,1055.0
BWIWI1PC,Hayden Neloms,MG Advanced,Blackzim,Lost,2017-04-16,2017-04-22,0.0
GYBIACTC,Jonathan Berthelot,GTX Basic,Scottech,Won,2017-04-16,2017-04-24,538.0
VD6BP6T2,Jonathan Berthelot,MG Special,Domzoom,Won,2017-04-16,2017-04-23,68.0
10AEGW41,Kary Hendrixson,GTX Pro,,Engaging,2017-04-16,,
QA9XE19H,Kary Hendrixson,MG Advanced,Newex,Lost,2017-04-16,2017-04-23,0.0
8ZYPSX66,Maureen Marcano,GTX Basic,Newex,Won,2017-04-16,2017-04-28,572.0
0AN86YDG,Maureen Marcano,GTX Plus Basic,Groovestreet,Won,2017-04-16,2017-04-24,1234.0
VKXZ36VE,Moses Frase,GTX Basic,Ron-tech,Lost,2017-04-16,2017-04-18,0.0
OJYFSZ2O,Versie Hillebrand,MG Special,Isdom,Lost,2017-04-16,2017-04-17,0.0
6G6ZCKSB,Vicki Laflamme,GTX Pro,,Engaging,2017-04-16,,
YGL1F8K1,Vicki Laflamme,MG Special,Plusstrip,Won,2017-04-16,2017-05-04,56.0
C1WGTTYF,Violet Mclelland,MG Special,Zathunicon,Lost,2017-04-16,2017-05-03,0.0
1OZWGQK9,Zane Levy,MG Special,Doncon,Lost,2017-04-16,2017-04-25,0.0
EXICVP8C,Anna Snelling,MG Special,Warephase,Won,2017-04-17,2017-04-26,52.0
DLXFY70W,Anna Snelling,MG Advanced,Codehow,Won,2017-04-17,2017-04-24,3668.0
GO7UM9AV,Boris Faz,GTX Basic,Plussunin,Lost,2017-04-17,2017-04-19,0.0
F5ITRBMX,Boris Faz,MG Advanced,Zotware,Won,2017-04-17,2017-08-04,3138.0
8KFFRJSS,Cecily Lampkin,MG Special,Conecom,Lost,2017-04-17,2017-04-19,0.0
38VRB2P1,Corliss Cosme,GTX Basic,Ontomedia,Lost,2017-04-17,2017-04-18,0.0
9CGD5QSZ,Corliss Cosme,GTX Basic,Zencorporation,Lost,2017-04-17,2017-04-21,0.0
UPZRAO84,Corliss Cosme,GTX Pro,Iselectrics,Won,2017-04-17,2017-06-01,5032.0
BPCWRG9P,Daniell Hammack,GTX Plus Basic,Plussunin,Won,2017-04-17,2017-04-20,1310.0
JE5085VJ,Daniell Hammack,GTX Plus Pro,Mathtouch,Won,2017-04-17,2017-06-27,5076.0
P5MLWDXX,Daniell Hammack,MG Advanced,Vehement Capital Partners,Won,2017-04-17,2017-06-19,3641.0
IJ7AUTVC,Darcel Schlecht,GTX Pro,Conecom,Lost,2017-04-17,2017-04-18,0.0
84T104O7,Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-04-17,2017-04-25,1170.0
0GXXCA37,Darcel Schlecht,GTX Pro,Domzoom,Won,2017-04-17,2017-05-01,4226.0
GACPNKGI,Elease Gluck,MG Special,,Engaging,2017-04-17,,
9PCWAYWC,Elease Gluck,MG Advanced,Green-Plus,Lost,2017-04-17,2017-04-18,0.0
OJ0C7S3T,Gladys Colclough,GTX Pro,Genco Pura Olive Oil Company,Won,2017-04-17,2017-04-24,4784.0
3VMC6PGJ,Hayden Neloms,GTX Plus Basic,Faxquote,Lost,2017-04-17,2017-04-25,0.0
E2MWXGNG,Hayden Neloms,MG Advanced,Blackzim,Lost,2017-04-17,2017-04-19,0.0
E4082SMQ,James Ascencio,GTX Basic,,Engaging,2017-04-17,,
QZ2E9TSL,James Ascencio,MG Advanced,Golddex,Lost,2017-04-17,2017-08-12,0.0
L3AYCTGW,James Ascencio,GTX Pro,Goodsilron,Won,2017-04-17,2017-04-24,5451.0
IZ02GW0R,Kami Bicknell,GTX Basic,Faxquote,Won,2017-04-17,2017-04-19,527.0
LSVGDJ1A,Kary Hendrixson,GTX Plus Pro,,Engaging,2017-04-17,,
2LSNRT4U,Kary Hendrixson,GTX Pro,,Engaging,2017-04-17,,
5AI9WG6M,Kary Hendrixson,GTX Plus Pro,Y-corporation,Lost,2017-04-17,2017-04-25,0.0
Q1DFFYB5,Kary Hendrixson,GTX Plus Pro,Y-corporation,Lost,2017-04-17,2017-04-19,0.0
XWZG5VPL,Kary Hendrixson,GTX Pro,Scotfind,Lost,2017-04-17,2017-04-18,0.0
30FHAEJZ,Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,2017-04-17,2017-04-19,5408.0
AZOXWEKL,Lajuana Vencill,GTX Plus Basic,Conecom,Lost,2017-04-17,2017-05-02,0.0
2NKZR4IM,Lajuana Vencill,GTX Plus Pro,Isdom,Lost,2017-04-17,2017-04-24,0.0
3PPB3Q04,Lajuana Vencill,MG Special,Konmatfix,Won,2017-04-17,2017-06-23,48.0
C9330YF1,Markita Hansen,GTX Basic,Blackzim,Engaging,2017-04-17,,
610UUEAG,Markita Hansen,GTX Basic,Plexzap,Won,2017-04-17,2017-04-24,527.0
FIYSM4E1,Marty Freudenburg,GTX Plus Basic,dambase,Won,2017-04-17,2017-04-23,1160.0
BCUR8B2A,Niesha Huffines,GTX Basic,Inity,Won,2017-04-17,2017-06-06,491.0
8PGDRAH2,Reed Clapper,GTX Basic,Umbrella Corporation,Won,2017-04-17,2017-04-19,555.0
QD8F0CI6,Rosalina Dieter,GTX Basic,,Engaging,2017-04-17,,
7K0S2P6K,Rosalina Dieter,GTX Pro,,Engaging,2017-04-17,,
G1C9IG0T,Rosalina Dieter,MG Special,Lexiqvolax,Lost,2017-04-17,2017-04-27,0.0
G4B4Z525,Versie Hillebrand,MG Special,Isdom,Won,2017-04-17,2017-04-23,62.0
J9SE3QJD,Violet Mclelland,MG Special,Ganjaflex,Lost,2017-04-17,2017-04-26,0.0
JORFI81C,Violet Mclelland,MG Special,Konex,Won,2017-04-17,2017-04-25,56.0
GET2JILL,Wilburn Farren,MG Advanced,The New York Inquirer,Won,2017-04-17,2017-04-23,3490.0
E3HJPDFZ,Zane Levy,GTX Pro,Y-corporation,Lost,2017-04-17,2017-06-24,0.0
Q22714T0,Anna Snelling,MG Special,Betatech,Lost,2017-04-18,2017-04-24,0.0
FCGE8U5M,Anna Snelling,MG Special,Betatech,Won,2017-04-18,2017-04-25,51.0
ROQBT7TM,Anna Snelling,MG Special,Condax,Won,2017-04-18,2017-06-20,54.0
WLFLY0BD,Anna Snelling,MG Special,Conecom,Won,2017-04-18,2017-04-27,56.0
8S649LDO,Boris Faz,GTX Pro,Kan-code,Lost,2017-04-18,2017-05-27,0.0
JR7SC0S2,Cassey Cress,MG Advanced,Gekko & Co,Won,2017-04-18,2017-08-04,3808.0
MFGCEDXE,Corliss Cosme,GTX Plus Pro,Yearin,Lost,2017-04-18,2017-05-04,0.0
Y9Y4TXD9,Corliss Cosme,MG Advanced,Konex,Won,2017-04-18,2017-05-03,3041.0
ZKOGIB6R,Donn Cantrell,GTX Basic,Xx-zobam,Lost,2017-04-18,2017-04-25,0.0
DJMPI9TO,Elease Gluck,GTK 500,Xx-zobam,Engaging,2017-04-18,,
Z353E8FR,Garret Kinder,MG Advanced,Condax,Lost,2017-04-18,2017-04-30,0.0
IKJSXBY0,Gladys Colclough,GTX Pro,Isdom,Lost,2017-04-18,2017-05-04,0.0
5SYJS0HS,Hayden Neloms,GTX Plus Pro,Goodsilron,Lost,2017-04-18,2017-04-23,0.0
U6XJRWV8,James Ascencio,MG Advanced,,Engaging,2017-04-18,,
UXOQQR39,James Ascencio,GTX Plus Basic,Golddex,Lost,2017-04-18,2017-04-20,0.0
J5DF2ZO1,James Ascencio,MG Special,Kan-code,Won,2017-04-18,2017-04-29,44.0
HGF361RQ,Kami Bicknell,GTX Plus Pro,Xx-holding,Lost,2017-04-18,2017-04-24,0.0
9B8SPYAF,Kami Bicknell,GTX Basic,Doncon,Won,2017-04-18,2017-04-24,552.0
BYF6ABTZ,Kary Hendrixson,GTX Plus Pro,Opentech,Engaging,2017-04-18,,
VTLI5HIE,Kary Hendrixson,GTX Basic,Newex,Won,2017-04-18,2017-04-26,474.0
N60UJ28O,Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,2017-04-18,2017-04-22,1158.0
R102IPTH,Kary Hendrixson,GTX Plus Pro,Faxquote,Won,2017-04-18,2017-04-19,5839.0
C9O4E52T,Kary Hendrixson,GTX Pro,Singletechno,Won,2017-04-18,2017-08-06,4554.0
CJP7LWRK,Kary Hendrixson,GTX Pro,Xx-holding,Won,2017-04-18,2017-04-24,5078.0
NHE1CETW,Lajuana Vencill,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-04-18,2017-04-26,0.0
1O1GVZEU,Markita Hansen,GTX Basic,Cheers,Won,2017-04-18,2017-06-04,561.0
K8LRZ95S,Maureen Marcano,GTX Plus Basic,,Engaging,2017-04-18,,
2OQB2KPY,Maureen Marcano,GTX Plus Basic,Finjob,Lost,2017-04-18,2017-04-22,0.0
KK4VW0ZM,Niesha Huffines,MG Advanced,Ron-tech,Lost,2017-04-18,2017-05-22,0.0
JHLG51ZI,Niesha Huffines,MG Advanced,Inity,Won,2017-04-18,2017-04-19,3392.0
Q8BZ3PC9,Rosie Papadopoulos,GTX Plus Pro,,Engaging,2017-04-18,,
49ZS7GTS,Vicki Laflamme,MG Special,,Engaging,2017-04-18,,
M857G6G1,Vicki Laflamme,MG Advanced,,Engaging,2017-04-18,,
TS4CB9TH,Vicki Laflamme,GTX Pro,Fasehatice,Won,2017-04-18,2017-04-20,5040.0
5K0ZFCVO,Violet Mclelland,MG Special,,Engaging,2017-04-18,,
6AEVX11M,Violet Mclelland,MG Special,,Engaging,2017-04-18,,
BH40KWV5,Zane Levy,GTX Pro,Goodsilron,Lost,2017-04-18,2017-04-24,0.0
MMVHAEI3,Zane Levy,MG Advanced,Rantouch,Lost,2017-04-18,2017-04-25,0.0
PGRIPWHY,Zane Levy,GTX Plus Pro,Sonron,Won,2017-04-18,2017-04-25,5853.0
0VXUZU7P,Anna Snelling,MG Special,Scottech,Won,2017-04-19,2017-04-25,49.0
WGETO859,Boris Faz,GTX Basic,,Engaging,2017-04-19,,
7B21SGQ8,Boris Faz,GTX Plus Basic,Gekko & Co,Won,2017-04-19,2017-04-29,1080.0
I6TVFB6J,Cecily Lampkin,GTX Basic,Genco Pura Olive Oil Company,Lost,2017-04-19,2017-04-28,0.0
PHAFVDFO,Cecily Lampkin,MG Special,Konmatfix,Won,2017-04-19,2017-04-20,55.0
CTWSDG4U,Corliss Cosme,GTX Basic,,Engaging,2017-04-19,,
I6O855AE,Daniell Hammack,GTX Plus Basic,Acme Corporation,Won,2017-04-19,2017-05-22,1282.0
OUIK8VX3,Elease Gluck,GTK 500,Lexiqvolax,Won,2017-04-19,2017-04-20,23746.0
RYO875D0,Garret Kinder,GTX Basic,Massive Dynamic,Lost,2017-04-19,2017-04-28,0.0
0EYXI1UN,Hayden Neloms,MG Advanced,,Engaging,2017-04-19,,
O5S6WEM7,James Ascencio,GTX Basic,Doncon,Lost,2017-04-19,2017-05-01,0.0
DJ2FHO68,Kami Bicknell,GTX Basic,Golddex,Lost,2017-04-19,2017-08-16,0.0
5LHNRZD3,Lajuana Vencill,MG Advanced,Streethex,Lost,2017-04-19,2017-04-21,0.0
URIKPDOJ,Maureen Marcano,GTX Plus Basic,Cheers,Lost,2017-04-19,2017-04-27,0.0
U1J4YN0I,Niesha Huffines,GTX Basic,Cancity,Lost,2017-04-19,2017-04-21,0.0
QBUJF4I7,Reed Clapper,MG Special,Opentech,Lost,2017-04-19,2017-04-20,0.0
99QIJAAP,Reed Clapper,MG Special,Opentech,Won,2017-04-19,2017-04-27,61.0
K127AFNP,Rosalina Dieter,MG Special,J-Texon,Lost,2017-04-19,2017-04-30,0.0
4K7PRO1B,Rosalina Dieter,GTX Basic,Goodsilron,Won,2017-04-19,2017-04-28,600.0
XOVYPE58,Rosie Papadopoulos,GTX Pro,Betasoloin,Engaging,2017-04-19,,
AYB7DWUH,Rosie Papadopoulos,GTX Plus Pro,Opentech,Won,2017-04-19,2017-04-20,5805.0
6CKXLPAR,Versie Hillebrand,MG Special,Hottechi,Won,2017-04-19,2017-06-27,58.0
FQ2F717F,Versie Hillebrand,MG Special,Scottech,Won,2017-04-19,2017-08-03,52.0
2SBP68CP,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-04-19,2017-04-21,0.0
S2MSQIXP,Zane Levy,GTX Basic,Hottechi,Engaging,2017-04-19,,
LPGOTIM2,Boris Faz,MG Special,Silis,Won,2017-04-20,2017-06-16,55.0
LW8485Y2,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-04-20,2017-08-10,1161.0
UKLAKXP2,Cassey Cress,GTX Pro,Plussunin,Won,2017-04-20,2017-04-25,5091.0
4LLWRSBJ,Cassey Cress,MG Special,Donquadtech,Won,2017-04-20,2017-04-22,59.0
YYJILFBU,Corliss Cosme,GTX Plus Pro,Plussunin,Lost,2017-04-20,2017-05-01,0.0
AWVSWBQV,Daniell Hammack,GTX Basic,Ontomedia,Lost,2017-04-20,2017-04-22,0.0
VORZHQ40,Darcel Schlecht,GTX Pro,Gogozoom,Lost,2017-04-20,2017-04-30,0.0
5QD09R7U,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-04-20,2017-04-28,549.0
ETISD84I,Donn Cantrell,GTX Plus Basic,Zathunicon,Lost,2017-04-20,2017-04-24,0.0
K0T5LJ3E,Elease Gluck,GTK 500,Plexzap,Won,2017-04-20,2017-06-28,24949.0
D5YLWCFW,Gladys Colclough,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-04-20,2017-05-02,0.0
ZALE38AC,James Ascencio,GTX Pro,Newex,Lost,2017-04-20,2017-05-09,0.0
T7MVQ9SX,James Ascencio,GTX Plus Pro,Fasehatice,Won,2017-04-20,2017-05-02,4985.0
GTEFJL6U,Jonathan Berthelot,GTX Basic,Toughzap,Lost,2017-04-20,2017-04-22,0.0
D7MYDHMF,Jonathan Berthelot,GTX Basic,Conecom,Won,2017-04-20,2017-04-29,657.0
XAE858UJ,Jonathan Berthelot,GTX Basic,Streethex,Won,2017-04-20,2017-06-30,628.0
WTCU9X9M,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-04-20,2017-06-15,1183.0
0IF5FH68,Jonathan Berthelot,GTX Plus Pro,Domzoom,Won,2017-04-20,2017-08-03,5203.0
QUGPSHY8,Jonathan Berthelot,MG Special,Gogozoom,Won,2017-04-20,2017-04-27,56.0
C32E4E1D,Kami Bicknell,MG Special,,Engaging,2017-04-20,,
QNFO4GX8,Kami Bicknell,GTX Basic,Blackzim,Won,2017-04-20,2017-04-28,502.0
U2HYH97X,Kary Hendrixson,GTX Basic,,Engaging,2017-04-20,,
H1NFMTJ4,Kary Hendrixson,GTX Basic,Xx-holding,Won,2017-04-20,2017-06-25,527.0
AUJ21SKT,Markita Hansen,MG Special,Xx-holding,Lost,2017-04-20,2017-04-21,0.0
XIXNILOP,Marty Freudenburg,MG Special,Finhigh,Won,2017-04-20,2017-04-28,64.0
M645P7NW,Maureen Marcano,GTX Basic,Scotfind,Won,2017-04-20,2017-04-27,579.0
UPAGB68Z,Maureen Marcano,GTX Plus Pro,Lexiqvolax,Won,2017-04-20,2017-04-30,5958.0
7TCCYDR3,Maureen Marcano,GTX Pro,Scotfind,Won,2017-04-20,2017-05-27,4543.0
H5662N5X,Moses Frase,GTX Basic,Inity,Lost,2017-04-20,2017-04-22,0.0
07BT6PBZ,Moses Frase,MG Special,Treequote,Won,2017-04-20,2017-05-02,58.0
N7FJ13VQ,Reed Clapper,GTX Plus Basic,Plussunin,Lost,2017-04-20,2017-04-21,0.0
9UYDTR0R,Reed Clapper,GTX Plus Pro,Vehement Capital Partners,Lost,2017-04-20,2017-04-27,0.0
JOLRMB6X,Rosie Papadopoulos,GTX Plus Basic,Betasoloin,Won,2017-04-20,2017-06-24,1036.0
K8DHOJWM,Versie Hillebrand,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-04-20,2017-04-27,4878.0
NKBIYNK5,Vicki Laflamme,GTX Basic,Faxquote,Lost,2017-04-20,2017-04-28,0.0
8MXI6J6N,Anna Snelling,GTX Plus Basic,Streethex,Lost,2017-04-21,2017-05-05,0.0
MRWHJE9P,Cassey Cress,GTX Plus Basic,,Engaging,2017-04-21,,
HRLYABOS,Cassey Cress,GTX Plus Basic,Bubba Gump,Won,2017-04-21,2017-08-21,1033.0
BTLXFPUB,Daniell Hammack,GTX Plus Pro,Zathunicon,Won,2017-04-21,2017-06-12,5343.0
W7GVZL28,Darcel Schlecht,GTX Plus Basic,Conecom,Lost,2017-04-21,2017-04-30,0.0
HK1JJKQL,Darcel Schlecht,GTX Pro,Stanredtax,Lost,2017-04-21,2017-04-27,0.0
D5TGHX3Y,Darcel Schlecht,GTX Pro,Stanredtax,Lost,2017-04-21,2017-08-10,0.0
HBXLK0B6,Darcel Schlecht,MG Advanced,Finhigh,Won,2017-04-21,2017-04-26,3269.0
PZ6TGFY6,Donn Cantrell,GTX Basic,Silis,Lost,2017-04-21,2017-05-07,0.0
ETADSAC3,Donn Cantrell,GTX Pro,Acme Corporation,Won,2017-04-21,2017-04-27,4605.0
8W206MO5,Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-04-21,2017-06-12,4908.0
Z9SY11HK,Hayden Neloms,MG Advanced,Labdrill,Won,2017-04-21,2017-04-30,3303.0
6YIW81M9,Jonathan Berthelot,MG Advanced,dambase,Lost,2017-04-21,2017-04-22,0.0
0XI051FP,Jonathan Berthelot,MG Advanced,Ron-tech,Lost,2017-04-21,2017-05-02,0.0
TBPGQYF8,Jonathan Berthelot,MG Special,Streethex,Won,2017-04-21,2017-04-22,55.0
7CC38V2J,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2017-04-21,2017-06-29,531.0
PC2V729V,Kami Bicknell,GTX Basic,Newex,Won,2017-04-21,2017-05-04,557.0
7AOZ2F9R,Lajuana Vencill,GTX Basic,Hottechi,Won,2017-04-21,2017-06-12,489.0
7I7BZHHT,Marty Freudenburg,MG Advanced,Scottech,Lost,2017-04-21,2017-05-29,0.0
79DYTU8Y,Moses Frase,MG Special,Streethex,Won,2017-04-21,2017-05-06,60.0
V4HYSJS2,Reed Clapper,MG Advanced,Betasoloin,Won,2017-04-21,2017-06-04,2887.0
1L6M83Q5,Reed Clapper,MG Advanced,Donware,Won,2017-04-21,2017-05-02,3214.0
FVGRGJU8,Rosie Papadopoulos,MG Advanced,Betatech,Engaging,2017-04-21,,
POFA8BWL,Rosie Papadopoulos,MG Advanced,Acme Corporation,Won,2017-04-21,2017-04-23,3850.0
AKXBF6IQ,Versie Hillebrand,MG Special,Gogozoom,Won,2017-04-21,2017-06-09,54.0
Q6OUJCH5,Vicki Laflamme,GTX Pro,,Engaging,2017-04-21,,
VD94D677,Vicki Laflamme,MG Special,Groovestreet,Lost,2017-04-21,2017-04-29,0.0
EBUJQ571,Vicki Laflamme,GTX Pro,Plexzap,Won,2017-04-21,2017-08-12,5040.0
Z2M1XXEK,Wilburn Farren,GTX Plus Pro,Iselectrics,Won,2017-04-21,2017-04-22,6263.0
RBOI8DLQ,Zane Levy,GTX Pro,Scotfind,Lost,2017-04-21,2017-05-02,0.0
OI6UHCTN,Zane Levy,GTX Basic,Blackzim,Won,2017-04-21,2017-04-23,570.0
LTOKXFP1,Zane Levy,GTX Pro,Dalttechnology,Won,2017-04-21,2017-04-29,4633.0
JV6PZSN6,Boris Faz,GTX Plus Pro,Donquadtech,Lost,2017-04-22,2017-04-29,0.0
9EGAFG1B,Cassey Cress,GTX Pro,Kinnamplus,Lost,2017-04-22,2017-05-08,0.0
VPSJHIAA,Cassey Cress,GTX Pro,The New York Inquirer,Won,2017-04-22,2017-04-28,4891.0
MJF4D19K,Darcel Schlecht,GTX Plus Pro,Streethex,Won,2017-04-22,2017-04-29,5858.0
JR4WED6G,Darcel Schlecht,GTX Pro,Rundofase,Won,2017-04-22,2017-05-24,4939.0
GC4YH9D0,Jonathan Berthelot,GTX Basic,Inity,Won,2017-04-22,2017-08-12,570.0
2ZUL1AAV,Kary Hendrixson,MG Advanced,Fasehatice,Lost,2017-04-22,2017-04-29,0.0
8CUN8O4Z,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-04-22,2017-04-30,500.0
AMX2BM39,Kary Hendrixson,MG Advanced,Kan-code,Won,2017-04-22,2017-04-23,3546.0
FK3NS3EW,Markita Hansen,GTX Basic,Dalttechnology,Won,2017-04-22,2017-04-30,525.0
IIVP87B8,Maureen Marcano,MG Special,,Engaging,2017-04-22,,
3AB31BUU,Moses Frase,GTX Plus Basic,Conecom,Won,2017-04-22,2017-04-27,1024.0
ZQ7TYNUV,Niesha Huffines,GTX Plus Pro,Streethex,Won,2017-04-22,2017-04-30,6384.0
2PCPSBP9,Reed Clapper,GTX Basic,Acme Corporation,Lost,2017-04-22,2017-05-08,0.0
E223LSRZ,Reed Clapper,GTX Basic,Donware,Won,2017-04-22,2017-06-24,587.0
SW75F1Q1,Rosalina Dieter,MG Special,Labdrill,Won,2017-04-22,2017-04-28,55.0
0Z6MNUF2,Rosalina Dieter,MG Advanced,Y-corporation,Won,2017-04-22,2017-04-30,3242.0
HWD8ELR9,Versie Hillebrand,GTX Plus Pro,Zumgoity,Won,2017-04-22,2017-05-26,5558.0
XJI41C0L,Vicki Laflamme,GTX Pro,Singletechno,Won,2017-04-22,2017-04-28,4869.0
9FWCMMM3,Vicki Laflamme,MG Advanced,Hottechi,Won,2017-04-22,2017-04-29,3661.0
4QFATB6J,Violet Mclelland,GTX Basic,,Engaging,2017-04-22,,
61E7IHAY,Violet Mclelland,MG Special,,Engaging,2017-04-22,,
XPDLW6F0,Zane Levy,GTX Pro,Kan-code,Won,2017-04-22,2017-04-29,5456.0
NCL2AJUL,Anna Snelling,MG Special,Globex Corporation,Lost,2017-04-23,2017-08-26,0.0
1E2LYCWP,Boris Faz,GTX Pro,Plussunin,Lost,2017-04-23,2017-04-24,0.0
NZPZ87IX,Cassey Cress,GTX Basic,Ganjaflex,Lost,2017-04-23,2017-04-30,0.0
SDJDM8RI,Cassey Cress,MG Advanced,Umbrella Corporation,Lost,2017-04-23,2017-08-20,0.0
O64JQPJ2,Corliss Cosme,GTX Pro,Mathtouch,Lost,2017-04-23,2017-04-30,0.0
I18DIO6O,Corliss Cosme,GTX Plus Pro,Zotware,Won,2017-04-23,2017-04-24,5780.0
8W464DG6,Corliss Cosme,GTX Pro,Zencorporation,Won,2017-04-23,2017-04-30,5787.0
FI5OA7O6,Daniell Hammack,GTX Pro,Bioplex,Won,2017-04-23,2017-04-25,5149.0
AT6SDVJ5,Donn Cantrell,GTX Plus Basic,Ganjaflex,Lost,2017-04-23,2017-08-26,0.0
YDBPPU6J,Donn Cantrell,GTX Pro,Betasoloin,Won,2017-04-23,2017-06-03,5100.0
L6PCVRJS,Donn Cantrell,GTX Pro,Vehement Capital Partners,Won,2017-04-23,2017-04-30,4810.0
UO6R0X7G,Elease Gluck,MG Special,Goodsilron,Lost,2017-04-23,2017-05-04,0.0
PC38XXQN,Elease Gluck,MG Advanced,Blackzim,Lost,2017-04-23,2017-08-01,0.0
7EBT21IA,Gladys Colclough,GTX Basic,Betatech,Won,2017-04-23,2017-04-24,560.0
M7W3E298,Gladys Colclough,GTX Pro,Inity,Won,2017-04-23,2017-05-02,4916.0
KTC0RC8I,James Ascencio,MG Special,,Engaging,2017-04-23,,
MCRDLBIE,James Ascencio,MG Special,Newex,Won,2017-04-23,2017-06-11,45.0
JW4K9O5H,Kami Bicknell,GTX Plus Basic,Konex,Lost,2017-04-23,2017-04-25,0.0
FX54MQFC,Kami Bicknell,GTX Basic,Golddex,Won,2017-04-23,2017-04-24,592.0
A2C5O4EN,Kary Hendrixson,GTX Basic,Doncon,Won,2017-04-23,2017-04-29,529.0
79G6725X,Kary Hendrixson,GTX Pro,J-Texon,Won,2017-04-23,2017-04-26,5415.0
GM6C1UK3,Lajuana Vencill,GTX Plus Pro,Streethex,Lost,2017-04-23,2017-05-02,0.0
6VET70WX,Lajuana Vencill,GTX Basic,Bioholding,Won,2017-04-23,2017-06-15,518.0
UQO59R6N,Lajuana Vencill,MG Special,Warephase,Won,2017-04-23,2017-08-11,52.0
CY7C3ZPJ,Markita Hansen,MG Advanced,,Engaging,2017-04-23,,
HEOTZFII,Markita Hansen,MG Special,Labdrill,Lost,2017-04-23,2017-04-24,0.0
8V4PEF5D,Moses Frase,MG Special,Funholding,Won,2017-04-23,2017-06-25,51.0
7RJMI3GC,Niesha Huffines,GTX Basic,Genco Pura Olive Oil Company,Won,2017-04-23,2017-04-24,554.0
